trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
779,False,"{'a': 0.35, 'e': 0.020445346037937653}",20,13,12.642944395023491,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.35, 'e': 0.020343374449160633}",20,9,19.860591176888644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.35, 'e': 0.02024191144580439}",20,14,11.670462322925752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.35, 'e': 0.02014095449128855}",35,17,33.64699972508561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.35, 'e': 0.020040501061684014}",25,3,39.85142985770928,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.35, 'e': 0.019940548645649796}",25,19,11.893435596695756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.35, 'e': 0.019841094744370288}",20,7,21.141094243924073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.35, 'e': 0.019742136871492774}",20,14,10.036358652238778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.35, 'e': 0.019643672553065292}",25,16,17.285391841355437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.35, 'e': 0.019545699327474745}",30,20,19.811459083329872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.35, 'e': 0.01944821474538539}",20,8,20.1053308386773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.35, 'e': 0.01935121636967759}",30,22,16.97985329342445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.35, 'e': 0.01925470177538692}",25,18,15.520406674901752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.35, 'e': 0.019158668549643484}",20,8,21.204465621032845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.35, 'e': 0.019063114291611637}",20,5,25.833209594369322,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.35, 'e': 0.01896803661242994}",20,9,24.882576123138122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.35, 'e': 0.018873433135151486}",25,15,20.5341330806069,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.35, 'e': 0.0187793014946844}",30,14,26.541182874313943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.35, 'e': 0.018685639337732773}",20,8,-33.23591046830556,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
798,False,"{'a': 0.35, 'e': 0.018592444322737798}",30,18,10.654650626989532,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.35, 'e': 0.018499714119819242}",25,13,22.190608632371482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.35, 'e': 0.018407446410717215}",35,22,22.882210822624437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.35, 'e': 0.01831563888873418}",20,5,22.365967618071622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.35, 'e': 0.018224289258677303}",30,22,15.728294497757082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.35, 'e': 0.018133395236801075}",25,11,31.041289963368563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.35, 'e': 0.018042954550750216}",20,11,14.094677610632365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.35, 'e': 0.01795296493950285}",20,8,20.646928378476986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.35, 'e': 0.017863424153314034}",25,13,21.60265480502501,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.35, 'e': 0.01777432995365944}",25,18,13.92941852698327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.35, 'e': 0.017685680113179437}",25,14,21.579835398405756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.35, 'e': 0.017597472415623393}",25,14,17.562999124675752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.35, 'e': 0.017509704655794274}",30,19,19.286182427664947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.35, 'e': 0.017422374639493515}",20,0,22.88621299783745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.35, 'e': 0.01733548018346616}",35,18,24.696700514141913,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.35, 'e': 0.017249019115346265}",20,14,12.012369618895807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.35, 'e': 0.017162989273602654}",20,7,23.817604495786295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.35, 'e': 0.017077388507484793}",20,14,12.22647895834423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.35, 'e': 0.016992214676969066}",25,18,15.78244748204296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.35, 'e': 0.01690746565270528}",20,15,7.900247702519722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.35, 'e': 0.016823139315963402}",20,7,23.13176038202509,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.35, 'e': 0.016739233558580632}",20,14,13.026698525014309,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.35, 'e': 0.016655746282908664}",20,2,-8.564738044556401,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
821,False,"{'a': 0.35, 'e': 0.016572675401761255}",25,2,40.383113721929334,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.35, 'e': 0.016490018838362035}",25,14,6.684438476079676,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.35, 'e': 0.016407774526292645}",25,17,13.162508703476828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.35, 'e': 0.016325940409440985}",20,13,14.581358526425811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.35, 'e': 0.01624451444194987}",25,13,25.86868821177986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.35, 'e': 0.016163494588165874}",20,13,16.949427030437917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.35, 'e': 0.016082878822588433}",20,15,-32.098878539162854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.35, 'e': 0.016002665129819207}",30,18,21.36452479959641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.35, 'e': 0.015922851504511698}",30,18,24.940107460485315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.35, 'e': 0.0158434359513211}",20,14,13.350309551569094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.35, 'e': 0.015764416484854486}",20,12,18.138023288331688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.35, 'e': 0.015685791129621054}",25,15,19.359603243943234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.35, 'e': 0.01560755791998283}",20,0,28.538882032268422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
834,False,"{'a': 0.35, 'e': 0.015529714900105502}",20,10,18.700616474326537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.35, 'e': 0.015452260123909515}",30,23,14.55806999308209,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.35, 'e': 0.015375191655021433}",25,19,10.560127974498599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.35, 'e': 0.015298507566725518}",30,13,22.427146442979705,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.35, 'e': 0.015222205941915557}",25,13,22.26974054687809,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.35, 'e': 0.01514628487304698}",20,13,10.305777217182818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.35, 'e': 0.015070742462089098}",25,18,14.30985805349419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.35, 'e': 0.014995576820477703}",20,13,10.654968944448385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.35, 'e': 0.014920786069067842}",25,18,15.251022197369108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.35, 'e': 0.014846368338086832}",20,15,11.35284756058471,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.35, 'e': 0.014772321767087523}",25,13,23.139835196277218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.35, 'e': 0.014698644504901784}",25,18,15.129599956206887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.35, 'e': 0.014625334709594222}",20,11,18.617447276845372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.35, 'e': 0.014552390548416123}",20,12,14.010468802140243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.35, 'e': 0.014479810197759686}",25,13,23.05684883166027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.35, 'e': 0.01440759184311235}",20,12,14.46389001330346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.35, 'e': 0.01433573367901149}",25,14,19.09746839046709,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.35, 'e': 0.014264233908999256}",30,19,19.59545834815839,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.35, 'e': 0.014193090745577676}",20,15,8.198126514040046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.35, 'e': 0.014122302410163962}",25,11,25.57532789599937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.35, 'e': 0.014051867133046037}",25,11,28.284998336489583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.35, 'e': 0.013981783153338296}",30,20,18.330011007236358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.35, 'e': 0.01391204871893762}",30,18,17.804689238279575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.35, 'e': 0.013842662086479501}",25,12,22.21795039973248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.35, 'e': 0.013773621521294518}",25,13,20.9479519523399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.35, 'e': 0.013704925297364945}",20,11,18.10301867446337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.35, 'e': 0.013636571697281604}",25,17,13.598877219808868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.35, 'e': 0.013568559012200934}",20,14,0.7247781360889269,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.35, 'e': 0.013500885541802265}",25,13,22.481661533608495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.35, 'e': 0.013433549594245302}",25,20,10.88242342997616,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.35, 'e': 0.01336654948612787}",20,14,11.968312689058893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.35, 'e': 0.013299883542443767}",25,18,14.519236697416963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.35, 'e': 0.013233550096540928}",35,21,27.227596556200194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.35, 'e': 0.013167547490079751}",20,14,14.539382294262804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.35, 'e': 0.013101874072991637}",20,16,5.202416250776523,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.35, 'e': 0.013036528203437736}",25,14,20.419164487175312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.35, 'e': 0.012971508247767908}",25,11,31.280111210342593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.35, 'e': 0.012906812580479862}",20,0,29.248423630313283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
872,False,"{'a': 0.35, 'e': 0.01284243958417857}",20,12,17.997178287098844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.35, 'e': 0.01277838764953576}",30,13,32.331019049831696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.35, 'e': 0.012714655175249731}",20,9,23.474599494752468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.35, 'e': 0.012651240568005305}",25,18,14.089061846662235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.35, 'e': 0.012588142242433998}",20,3,30.225589874997624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.35, 'e': 0.012525358621074385}",35,23,21.669713516085896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.35, 'e': 0.012462888134332661}",25,12,23.13538200506832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.35, 'e': 0.012400729220443406}",25,19,13.645533174317157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.35, 'e': 0.012338880325430523}",25,11,25.464527606876054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.35, 'e': 0.012277339903068436}",20,14,13.231677184082406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.35, 'e': 0.012216106414843372}",25,6,33.183661219889636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.35, 'e': 0.012155178329914935}",35,12,44.90736626145618,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.35, 'e': 0.012094554125077829}",25,15,20.558590178108304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.35, 'e': 0.012034232284723775}",25,9,27.55716785528385,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.35, 'e': 0.011974211300803622}",35,18,35.00955140581504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.35, 'e': 0.011914489672789647}",20,4,25.995167184700648,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.35, 'e': 0.011855065907638027}",30,16,28.69608223643127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.35, 'e': 0.011795938519751562}",20,15,8.112547005193434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.35, 'e': 0.011737106030942461}",20,5,26.795144994724087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.35, 'e': 0.011678566970395442}",20,6,23.7571370884735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.35, 'e': 0.011620319874630945}",25,17,13.049731066754601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.35, 'e': 0.011562363287468536}",20,10,17.04256662665988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.35, 'e': 0.011504695759990522}",30,18,23.86547327639028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.35, 'e': 0.01144731585050571}",30,19,8.310735936039864,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.35, 'e': 0.011390222124513367}",25,13,24.609201836781477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.35, 'e': 0.011333413154667387}",25,14,19.5752216355785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.35, 'e': 0.011276887520740558}",25,13,15.205036112360855,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.35, 'e': 0.011220643809589084}",20,3,32.363468339576414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.35, 'e': 0.011164680615117259}",20,14,10.934940283187615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.35, 'e': 0.011108996538242306}",20,16,7.926316553294786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.35, 'e': 0.011053590186859403}",20,12,13.505055355070283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.35, 'e': 0.010998460175806881}",20,16,5.66994112349891,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.35, 'e': 0.01094360512683159}",20,6,26.814925136869498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.35, 'e': 0.01088902366855444}",20,14,10.967910583474247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.35, 'e': 0.010834714436436152}",20,16,7.752307199442642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.35, 'e': 0.010780676072743084}",20,10,18.58471748675808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.35, 'e': 0.010726907226513326}",30,18,19.89923240860206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.35, 'e': 0.010673406553522925}",20,12,15.231471990645467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.35, 'e': 0.01062017271625227}",20,6,27.96609833719642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.35, 'e': 0.010567204383852655}",20,8,21.096451409981782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.35, 'e': 0.010514500232113012}",20,13,14.794669629916516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.35, 'e': 0.010462058943426795}",20,12,15.480152379223115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.35, 'e': 0.01040987920675907}",30,12,37.23370577038643,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.35, 'e': 0.010357959717613696}",20,12,13.395402143968882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.35, 'e': 0.01030629917800074}",20,13,10.59898070756949,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.35, 'e': 0.010254896296404022}",20,11,16.830037380822546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.35, 'e': 0.010203749787748823}",20,8,21.917341761957694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.35, 'e': 0.010152858373369763}",20,10,19.50548225259753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.35, 'e': 0.010102220780978834}",25,12,23.05414108192887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.35, 'e': 0.010051835744633576}",25,13,21.53973679105049,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.35, 'e': 0.010001702004705479}",20,11,19.12327457501188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.35, 'e': 0.00995181830784842}",25,17,16.85897368774389,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.35, 'e': 0.009902183406967382}",30,16,24.624364325036062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.35, 'e': 0.009852796061187257}",20,11,16.50753786940801,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.35, 'e': 0.009803655035821828}",30,15,17.975116527725795,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.35, 'e': 0.009754759102342903}",35,25,19.41808424033527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.35, 'e': 0.009706107038349598}",20,5,24.711301626136276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.35, 'e': 0.009657697627537777}",20,9,20.333212136488935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.35, 'e': 0.009609529659669642}",20,14,12.177123101406966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.35, 'e': 0.009561601930543505}",25,18,15.414006667068831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.35, 'e': 0.00951391324196363}",25,17,16.89139420802533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.35, 'e': 0.009466462401710323}",35,24,22.25571180095356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.35, 'e': 0.009419248223510103}",20,14,13.580856927061014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.35, 'e': 0.009372269527006058}",25,14,22.005929852383037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.35, 'e': 0.009325525137728326}",20,8,19.29006364484618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.35, 'e': 0.009279013887064744}",30,23,13.671570320674883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.35, 'e': 0.00923273461223161}",30,22,14.065515065240682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.35, 'e': 0.009186686156244664}",25,11,7.750369983824616,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
940,False,"{'a': 0.35, 'e': 0.009140867367890097}",30,22,17.55832123772204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.35, 'e': 0.009095277101695816}",20,12,16.07688041699774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.35, 'e': 0.009049914217902789}",30,7,45.418622318749094,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.35, 'e': 0.00900477758243656}",20,12,15.52702127024307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.35, 'e': 0.00895986606687889}",20,13,11.027935379501022,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.35, 'e': 0.008915178548439553}",30,16,24.640056888868646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.35, 'e': 0.008870713909928251}",25,11,25.06558847675213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.35, 'e': 0.008826471039726723}",25,19,14.148447962958784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.35, 'e': 0.0087824488317609}",25,7,33.082835714835184,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.35, 'e': 0.00873864618547329}",30,16,23.59690104710596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.35, 'e': 0.008695062005795456}",25,17,14.968044817051178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.35, 'e': 0.008651695203120634}",25,14,20.50088752281165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.35, 'e': 0.0086085446932765}",20,13,13.289593245579587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.35, 'e': 0.00856560939749806}",20,10,17.895394517805563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.35, 'e': 0.008522888242400684}",25,15,21.57775524883804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.35, 'e': 0.00848038015995326}",20,9,20.231891504680593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.35, 'e': 0.00843808408745153}",25,14,20.701331583502956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.35, 'e': 0.00839599896749147}",30,8,32.61297319908435,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.35, 'e': 0.00835412374794289}",20,6,19.65111624507818,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.35, 'e': 0.008312457381923119}",25,11,27.048117612703567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.35, 'e': 0.008270998827770836}",20,14,11.180118052319646,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.35, 'e': 0.00822974704902003}",20,8,9.440594303410606,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.35, 'e': 0.008188701014374083}",20,0,33.736966386992115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
963,False,"{'a': 0.35, 'e': 0.008147859697679982}",20,10,19.065620110765668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.35, 'e': 0.008107222077902699}",25,15,19.883507611277288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
